Phase,Time,AF3_Theta,AF3_Alpha,AF3_BetaL,AF3_BetaH,AF3_Gamma,T7_Theta,T7_Alpha,T7_BetaL,T7_BetaH,T7_Gamma,Pz_Theta,Pz_Alpha,Pz_BetaL,Pz_BetaH,Pz_Gamma,T8_Theta,T8_Alpha,T8_BetaL,T8_BetaH,T8_Gamma,AF4_Theta,AF4_Alpha,AF4_BetaL,AF4_BetaH,AF4_Gamma
Baseline 000,12:43:49,2.491,2.108,0.544,2.437,0.562,1.331,0.485,0.487,2.687,2.071,1.824,1.552,0.29,1.106,0.546,1.72,1.423,1.564,4.624,1.89,4.469,2.61,0.486,2.134,0.673
