UserID,Phase,Time,AF3_Theta,AF3_Alpha,AF3_BetaL,AF3_BetaH,AF3_Gamma,T7_Theta,T7_Alpha,T7_BetaL,T7_BetaH,T7_Gamma,Ellipsis
M28,baseline occhi chiusi,12:49:43,4.44,3.189,3.653,3.654,0.872,0.512,0.632,3.38,1.59,1.248,Ellipsis
M28,baseline occhi chiusi,12:49:43,4.915,3.289,3.645,3.557,0.813,0.443,0.676,3.791,1.617,1.138,Ellipsis
M28,baseline occhi chiusi,12:49:43,5.003,3.189,3.623,3.201,0.819,0.41,0.706,4.083,1.575,1.049,Ellipsis
M28,baseline occhi chiusi,12:49:43,4.622,3.022,3.693,2.693,0.885,0.392,0.751,4.287,1.468,0.998,Ellipsis
M28,baseline occhi chiusi,12:49:43,3.884,2.983,3.845,2.181,1.0,0.387,0.828,4.443,1.328,1.005,Ellipsis
M28,baseline occhi chiusi,12:49:43,3.076,3.204,3.984,1.799,1.139,0.384,0.954,4.586,1.204,1.079,Ellipsis
M28,baseline occhi chiusi,12:49:43,2.393,3.673,4.01,1.614,1.267,0.386,1.139,4.726,1.138,1.209,Ellipsis
M28,baseline occhi chiusi,12:49:43,1.929,4.232,3.879,1.627,1.351,0.398,1.387,4.841,1.149,1.356,Ellipsis
M28,baseline occhi chiusi,12:49:44,1.695,4.668,3.661,1.806,1.375,0.449,1.682,4.898,1.239,1.475,Ellipsis
M28,baseline occhi chiusi,12:49:44,1.664,4.815,3.438,2.107,1.353,0.561,1.968,4.849,1.396,1.538,Ellipsis
M28,baseline occhi chiusi,12:49:44,1.847,4.671,3.292,2.484,1.315,0.731,2.183,4.678,1.611,1.546,Ellipsis
M28,baseline occhi chiusi,12:49:44,2.223,4.367,3.246,2.881,1.297,0.928,2.281,4.398,1.86,1.519,Ellipsis
M28,baseline occhi chiusi,12:49:44,2.608,4.048,3.206,3.217,1.306,1.111,2.25,4.032,2.099,1.473,Ellipsis
M28,baseline occhi chiusi,12:49:44,2.885,3.775,3.064,3.414,1.326,1.235,2.119,3.638,2.279,1.415,Ellipsis
M28,baseline occhi chiusi,12:49:44,3.017,3.595,2.849,3.458,1.321,1.27,1.937,3.281,2.357,1.339,Ellipsis
M28,baseline occhi chiusi,12:49:44,3.027,3.568,2.765,3.417,1.272,1.208,1.743,2.998,2.3,1.246,Ellipsis
M28,baseline occhi chiusi,12:49:45,2.957,3.778,3.064,3.379,1.191,1.063,1.541,2.778,2.118,1.148,Ellipsis
M28,baseline occhi chiusi,12:49:45,2.846,4.38,3.843,3.405,1.112,0.865,1.319,2.563,1.856,1.077,Ellipsis
M28,baseline occhi chiusi,12:49:45,2.713,5.479,4.949,3.482,1.071,0.633,1.088,2.298,1.569,1.073,Ellipsis
M28,baseline occhi chiusi,12:49:45,2.564,7.003,6.031,3.545,1.088,0.461,0.871,1.971,1.333,1.158,Ellipsis
M28,baseline occhi chiusi,12:49:45,2.392,8.595,6.701,3.521,1.148,0.394,0.693,1.608,1.211,1.318,Ellipsis
M28,baseline occhi chiusi,12:49:45,2.195,9.748,6.682,3.373,1.22,0.467,0.57,1.264,1.226,1.516,Ellipsis
M28,baseline occhi chiusi,12:49:45,1.997,10.062,5.946,3.125,1.277,0.665,0.51,1.002,1.363,1.699,Ellipsis
M28,baseline occhi chiusi,12:49:45,1.835,9.442,4.704,2.852,1.306,0.921,0.504,0.854,1.588,1.831,Ellipsis
M28,baseline occhi chiusi,12:49:46,1.737,8.153,3.346,2.636,1.315,1.171,0.54,0.797,1.836,1.897,Ellipsis
M28,baseline occhi chiusi,12:49:46,1.703,6.661,2.233,2.511,1.322,1.337,0.605,0.779,2.032,1.903,Ellipsis
M28,baseline occhi chiusi,12:49:46,1.708,5.406,1.515,2.481,1.341,1.392,0.686,0.756,2.119,1.867,Ellipsis
M28,baseline occhi chiusi,12:49:46,1.702,4.633,1.147,2.534,1.371,1.344,0.751,0.705,2.096,1.803,Ellipsis
M28,baseline occhi chiusi,12:49:46,1.607,4.329,0.974,2.658,1.408,1.228,0.774,0.633,2.007,1.727,Ellipsis
M28,baseline occhi chiusi,12:49:46,1.42,4.325,0.9,2.813,1.458,1.099,0.763,0.562,1.902,1.653,Ellipsis
M28,baseline occhi chiusi,12:49:46,1.193,4.447,0.859,2.919,1.529,0.983,0.749,0.524,1.818,1.586,Ellipsis
M28,baseline occhi chiusi,12:49:46,1.008,4.637,0.812,2.898,1.615,0.922,0.781,0.53,1.761,1.527,Ellipsis
M28,baseline occhi chiusi,12:49:47,0.944,4.983,0.815,2.704,1.69,0.879,0.884,0.577,1.71,1.473,Ellipsis
M28,baseline occhi chiusi,12:49:47,0.987,5.641,0.978,2.354,1.723,0.874,1.037,0.658,1.636,1.42,Ellipsis
M28,baseline occhi chiusi,12:49:47,1.135,6.652,1.394,1.911,1.691,0.847,1.192,0.767,1.529,1.367,Ellipsis
M28,baseline occhi chiusi,12:49:47,1.306,7.789,2.044,1.458,1.595,0.827,1.295,0.914,1.392,1.322,Ellipsis
M28,baseline occhi chiusi,12:49:47,1.506,8.645,2.802,1.079,1.466,0.807,1.323,1.102,1.249,1.301,Ellipsis
M28,baseline occhi chiusi,12:49:47,1.667,8.865,3.476,0.835,1.349,0.806,1.286,1.31,1.135,1.316,Ellipsis
M28,baseline occhi chiusi,12:49:47,1.787,8.33,3.903,0.747,1.283,0.807,1.212,1.487,1.078,1.362,Ellipsis
M28,baseline occhi chiusi,12:49:47,1.886,7.224,4.013,0.789,1.282,0.809,1.131,1.588,1.071,1.416,Ellipsis
M28,baseline occhi chiusi,12:49:48,1.952,5.905,3.839,0.919,1.338,0.814,1.066,1.573,1.082,1.455,Ellipsis
M28,baseline occhi chiusi,12:49:48,2.041,4.725,3.468,1.097,1.427,0.845,1.027,1.438,1.071,1.468,Ellipsis
M28,baseline occhi chiusi,12:49:48,2.124,3.925,3.01,1.265,1.524,0.9,1.017,1.223,1.002,1.463,Ellipsis
M28,baseline occhi chiusi,12:49:48,2.235,3.587,2.586,1.37,1.617,0.987,1.033,1.0,0.868,1.463,Ellipsis
M28,baseline occhi chiusi,12:49:48,2.326,3.634,2.261,1.393,1.71,1.12,1.087,0.818,0.713,1.486,Ellipsis
M28,baseline occhi chiusi,12:49:48,2.389,3.926,2.021,1.35,1.794,1.277,1.191,0.711,0.597,1.53,Ellipsis
M28,baseline occhi chiusi,12:49:48,2.297,4.319,1.831,1.276,1.85,1.448,1.344,0.689,0.564,1.574,Ellipsis
M28,baseline occhi chiusi,12:49:48,2.073,4.694,1.667,1.207,1.859,1.542,1.514,0.73,0.621,1.591,Ellipsis
M28,baseline occhi chiusi,12:49:49,1.726,4.908,1.515,1.154,1.814,1.563,1.663,0.804,0.724,1.569,Ellipsis
M28,baseline occhi chiusi,12:49:49,1.356,4.815,1.364,1.104,1.729,1.479,1.78,0.881,0.81,1.514,Ellipsis
M28,baseline occhi chiusi,12:49:49,1.081,4.389,1.214,1.037,1.627,1.363,1.864,0.924,0.83,1.444,Ellipsis
M28,baseline occhi chiusi,12:49:49,1.041,3.786,1.094,0.938,1.528,1.267,1.913,0.917,0.778,1.375,Ellipsis
M28,baseline occhi chiusi,12:49:49,1.329,3.26,1.051,0.81,1.441,1.203,1.909,0.862,0.684,1.309,Ellipsis
M28,baseline occhi chiusi,12:49:49,1.898,2.995,1.108,0.668,1.355,1.144,1.817,0.791,0.592,1.237,Ellipsis
M28,baseline occhi chiusi,12:49:49,2.623,3.002,1.236,0.539,1.253,1.068,1.631,0.759,0.533,1.145,Ellipsis
M28,baseline occhi chiusi,12:49:49,3.27,3.115,1.367,0.451,1.128,0.972,1.368,0.805,0.519,1.034,Ellipsis
M28,baseline occhi chiusi,12:49:50,3.662,3.133,1.427,0.423,0.984,0.874,1.082,0.934,0.539,0.916,Ellipsis
M28,baseline occhi chiusi,12:49:50,3.698,2.951,1.394,0.457,0.849,0.799,0.829,1.101,0.574,0.82,Ellipsis
M28,baseline occhi chiusi,12:49:50,3.401,2.593,1.273,0.532,0.753,0.784,0.655,1.229,0.611,0.773,Ellipsis
M28,baseline occhi chiusi,12:49:50,2.912,2.174,1.093,0.619,0.715,0.844,0.572,1.247,0.639,0.788,Ellipsis
M28,baseline occhi chiusi,12:49:50,2.421,1.812,0.914,0.692,0.725,0.973,0.562,1.14,0.655,0.855,Ellipsis
M28,baseline occhi chiusi,12:49:50,2.019,1.593,0.781,0.733,0.759,1.107,0.581,0.941,0.66,0.941,Ellipsis
M28,baseline occhi chiusi,12:49:50,1.674,1.534,0.717,0.736,0.79,1.22,0.606,0.731,0.658,1.011,Ellipsis
M28,baseline occhi chiusi,12:49:50,1.402,1.589,0.716,0.712,0.816,1.277,0.629,0.604,0.657,1.053,Ellipsis
M28,baseline occhi chiusi,12:49:51,1.122,1.69,0.749,0.676,0.855,1.283,0.655,0.614,0.664,1.077,Ellipsis
M28,baseline occhi chiusi,12:49:51,0.842,1.791,0.786,0.651,0.931,1.258,0.711,0.747,0.681,1.11,Ellipsis
M28,baseline occhi chiusi,12:49:51,0.575,1.875,0.817,0.659,1.043,1.227,0.819,0.938,0.707,1.168,Ellipsis
M28,baseline occhi chiusi,12:49:51,0.414,1.931,0.842,0.721,1.169,1.22,0.975,1.106,0.748,1.25,Ellipsis
M28,baseline occhi chiusi,12:49:51,0.381,1.952,0.869,0.848,1.268,1.217,1.143,1.189,0.818,1.339,Ellipsis
M28,baseline occhi chiusi,12:49:51,0.434,1.937,0.918,1.029,1.308,1.192,1.282,1.175,0.925,1.413,Ellipsis
M28,baseline occhi chiusi,12:49:51,0.531,1.895,0.995,1.23,1.282,1.146,1.35,1.086,1.061,1.457,Ellipsis
M28,baseline occhi chiusi,12:49:51,0.664,1.854,1.081,1.399,1.211,1.161,1.333,0.965,1.2,1.475,Ellipsis
M28,baseline occhi chiusi,12:49:52,0.891,1.841,1.131,1.49,1.135,1.277,1.244,0.853,1.308,1.488,Ellipsis
M28,baseline occhi chiusi,12:49:52,1.24,1.868,1.11,1.485,1.082,1.53,1.116,0.773,1.355,1.5,Ellipsis
M28,baseline occhi chiusi,12:49:52,1.741,1.93,1.023,1.412,1.059,1.824,0.991,0.738,1.332,1.5,Ellipsis
M28,baseline occhi chiusi,12:49:52,2.429,2.028,0.92,1.328,1.057,2.155,0.913,0.75,1.26,1.471,Ellipsis
M28,baseline occhi chiusi,12:49:52,3.221,2.164,0.86,1.297,1.072,2.329,0.907,0.795,1.185,1.417,Ellipsis
M28,baseline occhi chiusi,12:49:52,4.014,2.322,0.868,1.351,1.114,2.394,0.976,0.851,1.147,1.369,Ellipsis
M28,baseline occhi chiusi,12:49:52,4.593,2.465,0.929,1.477,1.205,2.201,1.088,0.895,1.168,1.365,Ellipsis
M28,baseline occhi chiusi,12:49:52,4.757,2.552,1.003,1.627,1.348,1.925,1.22,0.907,1.239,1.418,Ellipsis
M28,baseline occhi chiusi,12:49:53,4.436,2.551,1.057,1.744,1.515,1.555,1.368,0.878,1.328,1.501,Ellipsis
M28,baseline occhi chiusi,12:49:53,3.724,2.45,1.087,1.788,1.651,1.262,1.531,0.826,1.395,1.563,Ellipsis
M28,baseline occhi chiusi,12:49:53,2.842,2.265,1.102,1.751,1.707,1.043,1.703,0.79,1.421,1.56,Ellipsis
M28,baseline occhi chiusi,12:49:53,2.062,2.042,1.115,1.657,1.663,0.915,1.868,0.802,1.406,1.482,Ellipsis
M28,baseline occhi chiusi,12:49:53,1.573,1.82,1.131,1.545,1.539,0.867,1.987,0.869,1.36,1.352,Ellipsis
M28,baseline occhi chiusi,12:49:53,1.462,1.651,1.139,1.458,1.385,0.853,2.015,0.968,1.308,1.214,Ellipsis
M28,baseline occhi chiusi,12:49:53,1.719,1.553,1.133,1.422,1.249,0.894,1.913,1.073,1.271,1.099,Ellipsis
M28,baseline occhi chiusi,12:49:53,2.169,1.521,1.119,1.442,1.155,0.989,1.699,1.164,1.255,1.015,Ellipsis
M28,baseline occhi chiusi,12:49:54,2.638,1.546,1.106,1.488,1.096,1.162,1.423,1.228,1.253,0.944,Ellipsis
M28,baseline occhi chiusi,12:49:54,3.005,1.605,1.104,1.522,1.051,1.42,1.155,1.255,1.243,0.867,Ellipsis
M28,baseline occhi chiusi,12:49:54,3.266,1.69,1.11,1.505,1.003,1.727,0.958,1.233,1.202,0.776,Ellipsis
M28,baseline occhi chiusi,12:49:54,3.496,1.761,1.109,1.417,0.951,2.071,0.87,1.146,1.115,0.68,Ellipsis
M28,baseline occhi chiusi,12:49:54,3.721,1.767,1.085,1.26,0.904,2.289,0.88,0.994,0.98,0.596,Ellipsis
M28,baseline occhi chiusi,12:49:54,3.937,1.668,1.032,1.059,0.87,2.396,0.935,0.81,0.817,0.541,Ellipsis
M28,baseline occhi chiusi,12:49:54,4.101,1.467,0.954,0.852,0.845,2.271,0.977,0.648,0.656,0.523,Ellipsis
M28,baseline occhi chiusi,12:49:54,4.101,1.204,0.865,0.68,0.817,2.054,0.964,0.534,0.523,0.538,Ellipsis
M28,baseline occhi chiusi,12:49:55,3.86,0.944,0.788,0.584,0.78,1.725,0.897,0.483,0.444,0.581,Ellipsis
M28,baseline occhi chiusi,12:49:55,3.341,0.801,0.758,0.597,0.738,1.416,0.806,0.495,0.445,0.638,Ellipsis
M28,baseline occhi chiusi,12:49:55,2.632,0.893,0.787,0.736,0.712,1.133,0.743,0.558,0.538,0.701,Ellipsis
M28,baseline occhi chiusi,12:49:55,1.887,1.284,0.853,0.995,0.719,0.904,0.75,0.655,0.712,0.76,Ellipsis
M28,baseline occhi chiusi,12:49:55,1.3,1.952,0.926,1.33,0.766,0.725,0.854,0.772,0.932,0.811,Ellipsis
M28,baseline occhi chiusi,12:49:55,0.967,2.757,0.996,1.668,0.841,0.586,1.042,0.913,1.156,0.85,Ellipsis
M28,baseline occhi chiusi,12:49:55,0.882,3.474,1.075,1.933,0.915,0.501,1.262,1.079,1.341,0.877,Ellipsis
M28,baseline occhi chiusi,12:49:55,0.95,3.902,1.178,2.073,0.972,0.455,1.434,1.243,1.461,0.893,Ellipsis
M28,baseline occhi chiusi,12:49:56,1.067,3.949,1.289,2.082,1.011,0.442,1.498,1.363,1.518,0.909,Ellipsis
M28,baseline occhi chiusi,12:49:56,1.148,3.648,1.383,2.006,1.051,0.44,1.436,1.398,1.539,0.941,Ellipsis
M28,baseline occhi chiusi,12:49:56,1.152,3.153,1.427,1.906,1.112,0.459,1.284,1.335,1.547,0.998,Ellipsis
M28,baseline occhi chiusi,12:49:56,1.079,2.652,1.4,1.827,1.199,0.534,1.106,1.197,1.545,1.076,Ellipsis
M28,baseline occhi chiusi,12:49:56,1.0,2.267,1.295,1.773,1.296,0.678,0.948,1.024,1.516,1.158,Ellipsis
M28,baseline occhi chiusi,12:49:56,0.974,2.056,1.13,1.717,1.379,0.895,0.847,0.863,1.438,1.221,Ellipsis
M28,baseline occhi chiusi,12:49:56,1.078,2.055,0.959,1.63,1.429,1.174,0.84,0.74,1.3,1.254,Ellipsis
M28,baseline occhi chiusi,12:49:56,1.327,2.261,0.842,1.512,1.448,1.474,0.946,0.675,1.124,1.266,Ellipsis
M28,baseline occhi chiusi,12:49:57,1.727,2.647,0.82,1.401,1.445,1.712,1.202,0.734,0.973,1.28,Ellipsis
M28,baseline occhi chiusi,12:49:57,2.257,3.147,0.909,1.349,1.436,1.866,1.64,1.011,0.92,1.327,Ellipsis
M28,baseline occhi chiusi,12:49:57,2.935,3.623,1.07,1.385,1.423,1.991,2.264,1.527,1.001,1.413,Ellipsis
M28,baseline occhi chiusi,12:49:57,3.699,3.897,1.236,1.484,1.395,2.15,3.005,2.197,1.192,1.513,Ellipsis
M28,baseline occhi chiusi,12:49:57,4.424,3.834,1.362,1.597,1.334,2.368,3.708,2.859,1.434,1.572,Ellipsis
M28,baseline occhi chiusi,12:49:57,4.893,3.439,1.446,1.688,1.23,2.587,4.194,3.31,1.659,1.544,Ellipsis
M28,baseline occhi chiusi,12:49:57,4.967,2.867,1.522,1.754,1.096,2.714,4.328,3.398,1.81,1.411,Ellipsis
M28,baseline occhi chiusi,12:49:57,4.635,2.308,1.615,1.823,0.958,2.668,4.076,3.101,1.873,1.2,Ellipsis
M28,baseline occhi chiusi,12:49:58,4.042,1.921,1.721,1.909,0.846,2.427,3.513,2.529,1.856,0.965,Ellipsis
M28,baseline occhi chiusi,12:49:58,3.429,1.754,1.81,1.984,0.779,2.054,2.782,1.863,1.778,0.763,Ellipsis
M28,baseline occhi chiusi,12:49:58,2.971,1.738,1.842,2.007,0.763,1.653,2.03,1.264,1.658,0.633,Ellipsis
M28,baseline occhi chiusi,12:49:58,2.803,1.741,1.809,1.956,0.793,1.339,1.389,0.83,1.513,0.584,Ellipsis
M28,baseline occhi chiusi,12:49:58,2.838,1.651,1.733,1.844,0.856,1.127,0.925,0.579,1.355,0.606,Ellipsis
M28,baseline occhi chiusi,12:49:58,2.901,1.457,1.67,1.715,0.934,1.008,0.652,0.494,1.195,0.672,Ellipsis
M28,baseline occhi chiusi,12:49:58,2.911,1.226,1.648,1.618,1.009,0.929,0.532,0.535,1.046,0.755,Ellipsis
M28,baseline occhi chiusi,12:49:58,2.859,1.027,1.636,1.578,1.071,0.887,0.506,0.659,0.926,0.836,Ellipsis
M28,baseline occhi chiusi,12:49:59,2.84,0.938,1.603,1.579,1.116,0.843,0.531,0.827,0.837,0.906,Ellipsis
M28,baseline occhi chiusi,12:49:59,2.873,0.981,1.531,1.573,1.148,0.813,0.594,0.987,0.776,0.958,Ellipsis
M28,baseline occhi chiusi,12:49:59,2.933,1.159,1.449,1.538,1.171,0.773,0.718,1.099,0.758,0.987,Ellipsis
M28,baseline occhi chiusi,12:49:59,2.977,1.458,1.414,1.492,1.189,0.72,0.939,1.158,0.811,0.995,Ellipsis
M28,baseline occhi chiusi,12:49:59,3.034,1.851,1.471,1.476,1.196,0.67,1.265,1.182,0.949,0.979,Ellipsis
M28,baseline occhi chiusi,12:49:59,3.153,2.27,1.581,1.508,1.185,0.632,1.646,1.202,1.158,0.946,Ellipsis
M28,baseline occhi chiusi,12:49:59,3.379,2.678,1.671,1.572,1.157,0.62,1.986,1.252,1.387,0.91,Ellipsis
M28,baseline occhi chiusi,12:49:59,3.748,3.047,1.699,1.632,1.119,0.643,2.179,1.34,1.569,0.885,Ellipsis
M28,baseline occhi chiusi,12:50:00,4.243,3.341,1.682,1.658,1.081,0.704,2.157,1.438,1.649,0.882,Ellipsis
M28,baseline occhi chiusi,12:50:00,4.725,3.539,1.674,1.65,1.045,0.765,1.937,1.504,1.615,0.9,Ellipsis
M28,baseline occhi chiusi,12:50:00,5.012,3.626,1.731,1.62,1.009,0.821,1.623,1.515,1.494,0.933,Ellipsis
M28,baseline occhi chiusi,12:50:00,4.958,3.571,1.884,1.588,0.969,0.859,1.335,1.481,1.334,0.964,Ellipsis
M28,baseline occhi chiusi,12:50:00,4.489,3.348,2.075,1.561,0.924,0.892,1.141,1.423,1.181,0.977,Ellipsis
M28,baseline occhi chiusi,12:50:00,3.693,2.992,2.21,1.521,0.878,0.93,1.041,1.357,1.05,0.963,Ellipsis
M28,baseline occhi chiusi,12:50:00,2.767,2.613,2.203,1.449,0.841,0.99,0.986,1.277,0.938,0.925,Ellipsis
M28,baseline occhi chiusi,12:50:00,1.93,2.332,2.043,1.334,0.828,1.089,0.927,1.169,0.837,0.88,Ellipsis
M28,baseline occhi chiusi,12:50:01,1.341,2.211,1.78,1.186,0.85,1.225,0.846,1.018,0.746,0.846,Ellipsis
M28,baseline occhi chiusi,12:50:01,1.044,2.217,1.488,1.032,0.908,1.364,0.747,0.829,0.678,0.832,Ellipsis
M28,baseline occhi chiusi,12:50:01,0.96,2.244,1.223,0.895,0.992,1.459,0.647,0.625,0.643,0.831,Ellipsis
M28,baseline occhi chiusi,12:50:01,0.991,2.205,1.001,0.793,1.083,1.468,0.561,0.432,0.644,0.827,Ellipsis
M28,baseline occhi chiusi,12:50:01,1.046,2.077,0.822,0.738,1.153,1.371,0.493,0.279,0.668,0.804,Ellipsis
M28,baseline occhi chiusi,12:50:01,1.074,1.91,0.682,0.747,1.178,1.178,0.439,0.185,0.691,0.753,Ellipsis
M28,baseline occhi chiusi,12:50:01,1.095,1.778,0.592,0.833,1.145,0.937,0.392,0.152,0.689,0.676,Ellipsis
M28,baseline occhi chiusi,12:50:01,1.122,1.721,0.564,0.984,1.057,0.713,0.346,0.161,0.661,0.59,Ellipsis
M28,baseline occhi chiusi,12:50:02,1.183,1.727,0.607,1.171,0.938,0.582,0.32,0.186,0.632,0.522,Ellipsis
M28,baseline occhi chiusi,12:50:02,1.251,1.728,0.719,1.353,0.821,0.596,0.322,0.211,0.636,0.497,Ellipsis
M28,baseline occhi chiusi,12:50:02,1.317,1.635,0.87,1.503,0.736,0.746,0.342,0.23,0.695,0.521,Ellipsis
M28,baseline occhi chiusi,12:50:02,1.383,1.414,1.013,1.613,0.703,0.992,0.367,0.243,0.81,0.586,Ellipsis
M28,baseline occhi chiusi,12:50:02,1.467,1.109,1.114,1.685,0.724,1.268,0.387,0.257,0.95,0.675,Ellipsis
M28,baseline occhi chiusi,12:50:02,1.578,0.827,1.182,1.736,0.796,1.529,0.405,0.283,1.073,0.78,Ellipsis
M28,baseline occhi chiusi,12:50:02,1.668,0.653,1.279,1.784,0.907,1.713,0.426,0.327,1.146,0.896,Ellipsis
M28,baseline occhi chiusi,12:50:02,1.691,0.625,1.478,1.85,1.036,1.79,0.445,0.386,1.156,1.014,Ellipsis
M28,baseline occhi chiusi,12:50:03,1.63,0.771,1.825,1.963,1.164,1.74,0.471,0.459,1.115,1.119,Ellipsis
M28,baseline occhi chiusi,12:50:03,1.534,1.089,2.282,2.163,1.27,1.594,0.521,0.567,1.065,1.193,Ellipsis
M28,baseline occhi chiusi,12:50:03,1.511,1.535,2.734,2.477,1.337,1.392,0.603,0.769,1.064,1.219,Ellipsis
M28,baseline occhi chiusi,12:50:03,1.651,2.036,3.061,2.906,1.365,1.196,0.727,1.116,1.163,1.198,Ellipsis
M28,baseline occhi chiusi,12:50:03,1.916,2.526,3.179,3.376,1.379,1.043,0.903,1.591,1.365,1.15,Ellipsis
M28,baseline occhi chiusi,12:50:03,2.233,3.0,3.119,3.757,1.416,0.957,1.121,2.092,1.614,1.11,Ellipsis
M28,baseline occhi chiusi,12:50:03,2.443,3.518,3.035,3.918,1.504,0.94,1.342,2.463,1.822,1.11,Ellipsis
M28,baseline occhi chiusi,12:50:03,2.463,4.14,3.126,3.805,1.635,0.979,1.538,2.581,1.913,1.149,Ellipsis
M28,baseline occhi chiusi,12:50:04,2.291,4.845,3.471,3.446,1.762,1.041,1.711,2.433,1.856,1.198,Ellipsis
M28,baseline occhi chiusi,12:50:04,2.053,5.534,3.958,2.932,1.82,1.105,1.884,2.113,1.68,1.209,Ellipsis
M28,baseline occhi chiusi,12:50:04,1.953,6.025,4.363,2.379,1.763,1.153,2.071,1.759,1.448,1.148,Ellipsis
M28,baseline occhi chiusi,12:50:04,2.138,6.107,4.439,1.874,1.591,1.197,2.247,1.488,1.224,1.016,Ellipsis
M28,baseline occhi chiusi,12:50:04,2.601,5.698,4.069,1.451,1.352,1.229,2.348,1.338,1.049,0.85,Ellipsis
M28,baseline occhi chiusi,12:50:04,3.202,4.935,3.403,1.164,1.126,1.259,2.318,1.26,0.937,0.704,Ellipsis
